Month,Year,Plot,Replicate,Species,percent_cover,abundance
FEBRUARY,2017,PH1,U1,ERCO,2,4
FEBRUARY,2017,PH1,U1,SIBE,1,8
FEBRUARY,2017,PH1,U1,STPU,40,60
FEBRUARY,2017,PH1,U1,FEPE,5,50
FEBRUARY,2017,PH1,U1,MEPO,1,8
FEBRUARY,2017,PH1,U1,GEDI,1,1
FEBRUARY,2017,PH1,U1,BARE,50,60
FEBRUARY,2017,PH1,U1,HEEC,1,1
FEBRUARY,2017,PH1,U2,EXCA,5,16
FEBRUARY,2017,PH1,U2,SIBE,17,50
FEBRUARY,2017,PH1,U2,RUCR,1,1
FEBRUARY,2017,PH1,U2,STPU,5,10
FEBRUARY,2017,PH1,U2,HOBRBR,20,35
FEBRUARY,2017,PH1,U2,BRSP,2,20
FEBRUARY,2017,PH1,U2,BARE,40,100
FEBRUARY,2017,PH1,U2,HEEC,1,1
FEBRUARY,2017,PH1,U2,THATCH,10,15
FEBRUARY,2017,PH1,U3,BRDI,5,14
FEBRUARY,2017,PH1,U3,STPU,79,80
FEBRUARY,2017,PH1,U3,THATCH,20,30
FEBRUARY,2017,PH1,U3,CAMA,1,1
FEBRUARY,2017,PH1,U3,SOOL,1,1
FEBRUARY,2017,PH1,U3,FEPE,5,12
FEBRUARY,2017,PH1,U3,ESCA,1,1
FEBRUARY,2017,PH1,C1,WATER,100,100
FEBRUARY,2017,PH1,C2,WATER,100,100
FEBRUARY,2017,PH1,C3,WATER,100,100
FEBRUARY,2017,RT,T1,DISP,25,45
FEBRUARY,2017,RT,T1,POMO,3,6
FEBRUARY,2017,RT,T1,JUPA,2,3
FEBRUARY,2017,RT,T1,RUSA,2,6
FEBRUARY,2017,RT,T1,CYAR,1,1
FEBRUARY,2017,RT,T1,POAN,2,7
FEBRUARY,2017,RT,T1,STPU,1,1
FEBRUARY,2017,RT,T1,BARE,90,90
FEBRUARY,2017,RT,T1,SIVU,1,1
FEBRUARY,2017,RT,T1,HOBRBR,4,10
FEBRUARY,2017,RT,T2,WATER,100,100
FEBRUARY,2017,RT,T3,WATER,100,100
FEBRUARY,2017,RT,U1,STPU,15,30
FEBRUARY,2017,RT,U1,EPBR,1,5
FEBRUARY,2017,RT,U1,FEPE,2,10
FEBRUARY,2017,RT,U1,SEVU,1,2
FEBRUARY,2017,RT,U1,BARE,99,99
FEBRUARY,2017,RT,U2,ESCA,1,1
FEBRUARY,2017,RT,U2,SEVU,1,4
FEBRUARY,2017,RT,U2,EPCA,12,30
FEBRUARY,2017,RT,U2,STPU,12,18
FEBRUARY,2017,RT,U2,SIBE,1,1
FEBRUARY,2017,RT,U2,SYSU,1,1
FEBRUARY,2017,RT,U2,UNKNOWN GRASS,4,31
FEBRUARY,2017,RT,U2,BARE,60,65
FEBRUARY,2017,RT,U2,THATCH,10,40
FEBRUARY,2017,RT,U3,VIVI,1,10
FEBRUARY,2017,RT,U3,EPBR,1,6
FEBRUARY,2017,RT,U3,STPU,35,50
FEBRUARY,2017,RT,U3,HEEC,1,2
FEBRUARY,2017,RT,U3,COFI,1,1
FEBRUARY,2017,RT,U3,ERCA,1,1
FEBRUARY,2017,RT,U3,LUSU,1,1
FEBRUARY,2017,RT,U3,BRSP,7,36
FEBRUARY,2017,RT,U3,MAPA,1,1
FEBRUARY,2017,RT,U3,BARE,20,75
FEBRUARY,2017,RT,U3,THATCH,30,80
FEBRUARY,2017,RT,C1,WATER,100,100
FEBRUARY,2017,RT,C2,WATER,100,100
FEBRUARY,2017,RT,C3,WATER,100,100
FEBRUARY,2017,TP,U1,SIBE,15,25
FEBRUARY,2017,TP,U1,STPU,30,40
FEBRUARY,2017,TP,U1,LUSU,2,5
FEBRUARY,2017,TP,U1,MEPO,1,6
FEBRUARY,2017,TP,U1,EPBR,1,20
FEBRUARY,2017,TP,U1,ERCA,1,10
FEBRUARY,2017,TP,U1,FEPE,2,5
FEBRUARY,2017,TP,U1,BARE,55,55
FEBRUARY,2017,TP,U2,STPU,55,95
FEBRUARY,2017,TP,U2,EPBR,2,30
FEBRUARY,2017,TP,U2,SOOL,1,1
FEBRUARY,2017,TP,U2,MEPO,1,3
FEBRUARY,2017,TP,U2,ERCA,2,5
FEBRUARY,2017,TP,U2,LYAR,1,1
FEBRUARY,2017,TP,U2,BARE,40,40
FEBRUARY,2017,TP,U3,SIBE,2,3
FEBRUARY,2017,TP,U3,HOBRBR,40,100
FEBRUARY,2017,TP,U3,SOOL,1,1
FEBRUARY,2017,TP,U3,EPBR,1,20
FEBRUARY,2017,TP,U3,LACO,1,1
FEBRUARY,2017,TP,U3,MEPO,1,1
FEBRUARY,2017,TP,U3,BARE,60,60
FEBRUARY,2017,TP,C1,WATER,100,100
FEBRUARY,2017,TP,C2,WATER,100,100
FEBRUARY,2017,TP,C3,WATER,100,100
FEBRUARY,2017,TP,T1,WATER,100,100
FEBRUARY,2017,TP,T2,WATER,100,100
FEBRUARY,2017,TP,T3,WATER,100,100
FEBRUARY,2017,WT1,T1,CAPR,10,15
FEBRUARY,2017,WT1,T1,JUPA,12,20
FEBRUARY,2017,WT1,T1,WATER,80,80
FEBRUARY,2017,WT1,T1,RUSA,1,1
FEBRUARY,2017,WT1,T1,HOBRBR,3,5
FEBRUARY,2017,WT1,T1,JUME,10,20
FEBRUARY,2017,WT1,T2,CYER,1,1
FEBRUARY,2017,WT1,T2,JUME,6,30
FEBRUARY,2017,WT1,T2,CAPR,11,22
FEBRUARY,2017,WT1,T2,HOBRBR,1,1
FEBRUARY,2017,WT1,T2,WATER,95,95
FEBRUARY,2017,WT1,T2,BARE,3,5
FEBRUARY,2017,WT1,T3,JUPA,4,10
FEBRUARY,2017,WT1,T3,JUTE,2,6
FEBRUARY,2017,WT1,T3,CYER,3,7
FEBRUARY,2017,WT1,T3,FEPE,1,1
FEBRUARY,2017,WT1,T3,JUOC,1,1
FEBRUARY,2017,WT1,T3,MEPO,1,1
FEBRUARY,2017,WT1,T3,WATER,70,72
FEBRUARY,2017,WT1,T3,BARE,25,30
FEBRUARY,2017,WT1,U1,STPU,23,30
FEBRUARY,2017,WT1,U1,BARE,88,100
FEBRUARY,2017,WT1,U2,STPU,12,15
FEBRUARY,2017,WT1,U2,HOBRBR,2,3
FEBRUARY,2017,WT1,U2,SPSP,1,4
FEBRUARY,2017,WT1,U2,WATER,15,20
FEBRUARY,2017,WT1,U2,BARE,70,80
FEBRUARY,2017,WT1,U2,ESCA,1,1
FEBRUARY,2017,WT1,U2,ERCA,1,2
FEBRUARY,2017,WT1,U3,STPU,12,21
FEBRUARY,2017,WT1,U3,EXCA,1,1
FEBRUARY,2017,WT1,U3,ERCI,1,1
FEBRUARY,2017,WT1,U3,VELA,1,4
FEBRUARY,2017,WT1,U3,BARE,85,90
FEBRUARY,2017,WT1,U3,MEPO,1,1
FEBRUARY,2017,WT1,U3,BRSP,1,1
FEBRUARY,2017,WT1,C1,WATER,100,100
FEBRUARY,2017,WT1,C2,WATER,100,100
FEBRUARY,2017,WT1,C3,WATER,100,100
FEBRUARY,2017,WT2,T1,HOBRBR,19,40
FEBRUARY,2017,WT2,T1,RUSA,1,1
FEBRUARY,2017,WT2,T1,SPSP,1,4
FEBRUARY,2017,WT2,T1,CYER,1,2
FEBRUARY,2017,WT2,T1,ELMA,1,5
FEBRUARY,2017,WT2,T1,ERCA,1,2
FEBRUARY,2017,WT2,T1,WATER,45,50
FEBRUARY,2017,WT2,T1,BARE,4,6
FEBRUARY,2017,WT2,T1,THATCH,30,40
FEBRUARY,2017,WT2,U1,POAN,4,11
FEBRUARY,2017,WT2,U1,STPU,60,65
FEBRUARY,2017,WT2,U1,MEPO,1,1
FEBRUARY,2017,WT2,U1,MAPA,1,1
FEBRUARY,2017,WT2,U1,BARE,17,20
FEBRUARY,2017,WT2,U1,THATCH,25,30
FEBRUARY,2017,WT2,U2,FEPE,4,20
FEBRUARY,2017,WT2,U2,POAN,1,5
FEBRUARY,2017,WT2,U2,STPU,85,90
FEBRUARY,2017,WT2,U2,BARE,15,20
FEBRUARY,2017,WT2,U2,THATCH,6,10
FEBRUARY,2017,WT2,U3,STPU,30,35
FEBRUARY,2017,WT2,U3,BARE,70,70
FEBRUARY,2017,WT2,T2,WATER,100,100
FEBRUARY,2017,WT2,T3,WATER,100,100
FEBRUARY,2017,WT2,C1,WATER,100,100
FEBRUARY,2017,WT2,C2,WATER,100,100
FEBRUARY,2017,WT2,C3,WATER,100,100
MARCH,2017,WT1,T2,CAPR,20,43
MARCH,2017,WT1,T2,JUME,20,42
MARCH,2017,WT1,T2,CYER,1,2
MARCH,2017,WT1,T2,HOBRBR,1,3
MARCH,2017,WT1,T2,JUBU,1,5
MARCH,2017,WT1,T2,LYHY,1,1
MARCH,2017,WT1,T2,BARE,50,60
MARCH,2017,WT1,T2,WATER,30,35
MARCH,2017,WT1,T3,HOBRBR,1,3
MARCH,2017,WT1,T3,CYER,9,27
MARCH,2017,WT1,T3,POMO,4,12
MARCH,2017,WT1,T3,JUBU,1,5
MARCH,2017,WT1,T3,ZEMU,1,4
MARCH,2017,WT1,T3,JUTE,1,3
MARCH,2017,WT1,T3,JUPA,6,15
MARCH,2017,WT1,T3,EPBR,1,1
MARCH,2017,WT1,T3,BRSP,1,1
MARCH,2017,WT1,T3,LYHY,1,1
MARCH,2017,WT1,T3,FEPE,1,1
MARCH,2017,WT1,T3,BARE,60,80
MARCH,2017,WT1,T3,WATER,20,23
MARCH,2017,WT1,U3,STPU,12,29
MARCH,2017,WT1,U3,ZEMU,1,1
MARCH,2017,WT1,U3,BRSP,1,1
MARCH,2017,WT1,U3,POMO,2,11
MARCH,2017,WT1,U3,BARE,90,90
MARCH,2017,WT1,U3,FEPE,1,2
MARCH,2017,WT1,U3,EXCA,1,1
MARCH,2017,WT1,U3,VELA,1,4
MARCH,2017,WT1,U1,STPU,33,40
MARCH,2017,WT1,U1,BARE,70,75
MARCH,2017,WT1,U1,FEPE,1,2
MARCH,2017,WT1,T1,JUPH,2,10
MARCH,2017,WT1,T1,JUME,45,70
MARCH,2017,WT1,T1,CAPR,14,20
MARCH,2017,WT1,T1,RASA,1,1
MARCH,2017,WT1,T1,WATER,40,20
MARCH,2017,WT1,T1,BARE,15,20
MARCH,2017,WT1,T1,HOBRBR,1,3
MARCH,2017,WT1,U2,STPU,9,25
MARCH,2017,WT1,U2,HOBRBR,2,4
MARCH,2017,WT1,U2,JUBU,1,2
MARCH,2017,WT1,U2,FEPE,2,5
MARCH,2017,WT1,U2,BARE,88,95
MARCH,2017,WT1,U2,POMO,1,4
MARCH,2017,WT1,U2,SPSP,1,1
MARCH,2017,WT1,U2,CYER,1,1
MARCH,2017,WT1,C1,WATER,100,100
MARCH,2017,WT1,C2,WATER,100,100
MARCH,2017,WT1,C3,WATER,100,100
MARCH,2017,CS,C1,WATER,100,100
MARCH,2017,CS,C2,WATER,100,100
MARCH,2017,CS,C3,WATER,100,100
MARCH,2017,CS,T1,WATER,100,100
MARCH,2017,CS,U1,STPU,16,20
MARCH,2017,CS,U1,MALE,4,20
MARCH,2017,CS,U1,MEPO,1,2
MARCH,2017,CS,U1,EXCA,3,10
MARCH,2017,CS,U1,LYHY,1,4
MARCH,2017,CS,U1,POMO,1,3
MARCH,2017,CS,U1,EPBR,1,2
MARCH,2017,CS,U1,PSLU,1,2
MARCH,2017,CS,U1,BARE,80,80
MARCH,2017,CS,U3,STPU,2,4
MARCH,2017,CS,U3,HOBRBR,35,75
MARCH,2017,CS,U3,MEPO,1,2
MARCH,2017,CS,U3,BARE,65,70
MARCH,2017,CS,U2,EXCA,6,11
MARCH,2017,CS,U2,HOBRBR,30,70
MARCH,2017,CS,U2,POAN,3,10
MARCH,2017,CS,U2,MALE,1,2
MARCH,2017,CS,U2,SOOL,1,1
MARCH,2017,CS,U2,FEPE,1,1
MARCH,2017,CS,U2,BARE,60,70
MARCH,2017,CS,T3,FRSA,8,12
MARCH,2017,CS,T3,CAPR,45,70
MARCH,2017,CS,T3,DISP,1,4
MARCH,2017,CS,T3,WATER,30,50
MARCH,2017,CS,T3,BARE,20,30
MARCH,2017,CS,T2,DISP,10,25
MARCH,2017,CS,T2,WATER,90,100
MARCH,2017,PH1,U1,SIBE,2,7
MARCH,2017,PH1,U1,STPU,40,50
MARCH,2017,PH1,U1,MEPO,1,4
MARCH,2017,PH1,U1,FEPE,40,90
MARCH,2017,PH1,U1,HEEC,1,6
MARCH,2017,PH1,U1,ELMA,1,10
MARCH,2017,PH1,U1,BARE,10,25
MARCH,2017,PH1,U1,THATCH,5,30
MARCH,2017,PH1,T1,ELMA,75,100
MARCH,2017,PH1,T1,GEDI,1,2
MARCH,2017,PH1,T1,HEEC,1,2
MARCH,2017,PH1,T1,LYHY,4,75
MARCH,2017,PH1,T1,JUBU,10,35
MARCH,2017,PH1,T1,FEPE,1,2
MARCH,2017,PH1,T1,BARE,5,35
MARCH,2017,PH1,T1,WATER,5,30
MARCH,2017,PH1,U2,STPU,15,30
MARCH,2017,PH1,U2,SIBE,30,75
MARCH,2017,PH1,U2,HOBRBR,30,50
MARCH,2017,PH1,U2,EXCA,4,8
MARCH,2017,PH1,U2,THATCH,5,10
MARCH,2017,PH1,U2,RUCR,1,1
MARCH,2017,PH1,U2,BRSP,15,30
MARCH,2017,PH1,T2,ELMA,20,60
MARCH,2017,PH1,T2,JUPA,35,45
MARCH,2017,PH1,T2,WATER,45,50
MARCH,2017,PH1,T3,JUPA,5,8
MARCH,2017,PH1,T3,ELMA,50,100
MARCH,2017,PH1,T3,GEDI,1,3
MARCH,2017,PH1,T3,LYHY,1,10
MARCH,2017,PH1,T3,WATER,35,40
MARCH,2017,PH1,T3,BARE,10,60
MARCH,2017,PH1,T3,SOOL,1,2
MARCH,2017,PH1,T3,JUBU,1,10
MARCH,2017,PH1,U3,STPU,35,40
MARCH,2017,PH1,U3,THATCH,60,60
MARCH,2017,PH1,U3,FEPE,5,10
MARCH,2017,PH1,U3,BRDI,2,4
MARCH,2017,PH1,U3,ELMA,1,2
MARCH,2017,PH1,C1,WATER,100,100
MARCH,2017,PH1,C2,WATER,100,100
MARCH,2017,PH1,C3,WATER,100,100
MARCH,2017,TP,T3,HOBRBR,10,30
MARCH,2017,TP,T3,CYER,15,30
MARCH,2017,TP,T3,JUBU,2,20
MARCH,2017,TP,T3,SYSU,1,1
MARCH,2017,TP,T3,JUPA,1,1
MARCH,2017,TP,T3,FEPE,1,1
MARCH,2017,TP,T3,LYHY,1,1
MARCH,2017,TP,T3,WATER,60,60
MARCH,2017,TP,T3,BARE,10,20
MARCH,2017,TP,U3,EPBR,1,20
MARCH,2017,TP,U3,HOBRBR,90,100
MARCH,2017,TP,U3,JUBU,2,5
MARCH,2017,TP,U3,SIBE,2,8
MARCH,2017,TP,U3,LACO,1,1
MARCH,2017,TP,U3,BARE,5,75
MARCH,2017,TP,U2,EXCA,1,3
MARCH,2017,TP,U2,EPBR,5,25
MARCH,2017,TP,U2,STPU,50,75
MARCH,2017,TP,U2,FEPE,10,15
MARCH,2017,TP,U2,BARE,20,40
MARCH,2017,TP,U2,BRDI,3,8
MARCH,2017,TP,U2,PSLU,1,1
MARCH,2017,TP,U2,ZEMU,10,30
MARCH,2017,TP,U2,SIBE,1,1
MARCH,2017,TP,U2,LYAR,1,1
MARCH,2017,TP,T2,FEPE,3,3
MARCH,2017,TP,T2,SIBE,1,2
MARCH,2017,TP,T2,JUBU,40,50
MARCH,2017,TP,T2,CYER,1,3
MARCH,2017,TP,T2,RUSA,1,1
MARCH,2017,TP,T2,WATER,30,30
MARCH,2017,TP,T2,BARE,30,50
MARCH,2017,TP,T2,POMO,2,5
MARCH,2017,TP,T2,LYHY,1,1
MARCH,2017,TP,T1,CYER,3,5
MARCH,2017,TP,T1,RUSA,2,4
MARCH,2017,TP,T1,LYHY,1,1
MARCH,2017,TP,T1,WATER,95,98
MARCH,2017,TP,U1,STPU,40,40
MARCH,2017,TP,U1,SIBE,25,30
MARCH,2017,TP,U1,LUSU,4,7
MARCH,2017,TP,U1,EPBR,3,3
MARCH,2017,TP,U1,FEPE,5,20
MARCH,2017,TP,U1,ERCA,2,15
MARCH,2017,TP,U1,BARE,85,85
MARCH,2017,TP,U1,PSLU,1,4
MARCH,2017,TP,U1,MEPO,2,4
MARCH,2017,TP,U1,POMO,2,5
MARCH,2017,TP,C1,WATER,100,100
MARCH,2017,TP,C2,WATER,100,100
MARCH,2017,TP,C3,WATER,100,100
MARCH,2017,MS,U2,VISA,1,3
MARCH,2017,MS,U2,VIVI,1,1
MARCH,2017,MS,U2,FEPE,1,2
MARCH,2017,MS,U2,ELGL,1,3
MARCH,2017,MS,U3,UNKNOWN GRASS,1,1
MARCH,2017,MS,T2,RUCR,1,3
MARCH,2017,MS,T2,BARE,50,50
MARCH,2017,MS,T2,WATER,50,50
MARCH,2017,MS,U2,BARE,100,100
MARCH,2017,MS,U3,BARE,100,100
MARCH,2017,MS,U1,STPU,17,25
MARCH,2017,MS,U1,OXCA,3,10
MARCH,2017,MS,U1,BARE,80,90
MARCH,2017,MS,T1,WATER,100,100
MARCH,2017,MS,T3,WATER,100,100
MARCH,2017,MS,C1,WATER,100,100
MARCH,2017,MS,C2,WATER,100,100
MARCH,2017,MS,C3,WATER,100,100
MARCH,2017,RT,U1,STPU,25,50
MARCH,2017,RT,U1,EPBR,1,2
MARCH,2017,RT,U1,BARE,75,80
MARCH,2017,RT,U1,POMO,1,7
MARCH,2017,RT,U1,FEPE,4,30
MARCH,2017,RT,U1,SEVU,1,1
MARCH,2017,RT,U1,ERCA,1,1
MARCH,2017,RT,U1,ESCA,1,1
MARCH,2017,RT,U1,SYSU,1,1
MARCH,2017,RT,T1,JUPA,2,6
MARCH,2017,RT,T1,POMO,10,65
MARCH,2017,RT,T1,FEPE,1,10
MARCH,2017,RT,T1,RUSA,2,3
MARCH,2017,RT,T1,CYER,1,1
MARCH,2017,RT,T1,DISP,20,25
MARCH,2017,RT,T1,POAN,15,70
MARCH,2017,RT,T1,SYSU,1,2
MARCH,2017,RT,T1,SPSP,1,1
MARCH,2017,RT,T1,CEPA,1,1
MARCH,2017,RT,T1,JUBU,5,0
MARCH,2017,RT,T1,BARE,45,90
MARCH,2017,RT,T1,HOBRBR,1,1
MARCH,2017,RT,T1,STPU,1,1
MARCH,2017,RT,T2,JUPA,3,5
MARCH,2017,RT,T2,JUBU,1,20
MARCH,2017,RT,T2,RUSA,3,6
MARCH,2017,RT,T2,POMO,4,10
MARCH,2017,RT,T2,WATER,60,60
MARCH,2017,RT,T2,BARE,5,10
MARCH,2017,RT,T2,LYHY,1,1
MARCH,2017,RT,T2,THATCH,25,30
MARCH,2017,RT,T3,DISP,35,50
MARCH,2017,RT,T3,HOBRBR,1,1
MARCH,2017,RT,T3,RUSA,1,1
MARCH,2017,RT,T3,ELMA,2,7
MARCH,2017,RT,T3,JUBU,2,10
MARCH,2017,RT,T3,BARE,10,20
MARCH,2017,RT,T3,WATER,40,40
MARCH,2017,RT,T3,THATCH,20,40
MARCH,2017,RT,U3,BRSP,30,45
MARCH,2017,RT,U3,STPU,40,45
MARCH,2017,RT,U3,ERCA,1,3
MARCH,2017,RT,U3,EPBR,1,3
MARCH,2017,RT,U3,COFI,1,1
MARCH,2017,RT,U3,HEEC,1,1
MARCH,2017,RT,U3,BARE,10,10
MARCH,2017,RT,U3,THATCH,20,30
MARCH,2017,RT,U3,VIVI,3,10
MARCH,2017,RT,U2,SEVU,1,2
MARCH,2017,RT,U2,FEPE,9,15
MARCH,2017,RT,U2,STPU,25,35
MARCH,2017,RT,U2,EPCA,20,35
MARCH,2017,RT,U2,SIBE,1,3
MARCH,2017,RT,U2,ERCA,1,3
MARCH,2017,RT,U2,BARE,50,80
MARCH,2017,RT,C1,WATER,100,100
MARCH,2017,RT,C2,WATER,100,100
MARCH,2017,RT,C3,WATER,100,100
MARCH,2017,WT2,U2,STPU,85,90
MARCH,2017,WT2,U2,FEPE,5,15
MARCH,2017,WT2,U2,BARE,15,20
MARCH,2017,WT2,U1,STPU,55,75
MARCH,2017,WT2,U1,THATCH,20,30
MARCH,2017,WT2,U1,BARE,30,45
MARCH,2017,WT2,U1,ESCA,1,1
MARCH,2017,WT2,U1,POAN,2,6
MARCH,2017,WT2,U3,STPU,40,50
MARCH,2017,WT2,U3,BARE,60,70
MARCH,2017,WT2,T3,ELMA,30,90
MARCH,2017,WT2,T3,DISP,25,35
MARCH,2017,WT2,T3,WATER,55,70
MARCH,2017,WT2,T1,HOBRBR,20,20
MARCH,2017,WT2,T1,CYER,1,1
MARCH,2017,WT2,T1,RUCR,1,1
MARCH,2017,WT2,T1,SPSP,1,1
MARCH,2017,WT2,T1,ELMA,1,4
MARCH,2017,WT2,T1,POMO,1,1
MARCH,2017,WT2,T1,BARE,5,5
MARCH,2017,WT2,T1,GEDI,1,1
MARCH,2017,WT2,T1,PAIN,1,4
MARCH,2017,WT2,T1,THATCH,40,50
MARCH,2017,WT2,T1,WATER,40,40
MARCH,2017,WT2,T2,WATER,100,100
MARCH,2017,WT2,C1,WATER,100,100
MARCH,2017,WT2,C2,WATER,100,100
MARCH,2017,WT2,C3,WATER,100,100
APRIL,2017,MS,U2,ELGL,1,4
APRIL,2017,MS,U2,FEPE,1,3
APRIL,2017,MS,U2,VIVI,1,1
APRIL,2017,MS,U2,SYSU,1,1
APRIL,2017,MS,U2,HEGR,1,3
APRIL,2017,MS,U2,EPBR,1,1
APRIL,2017,MS,U2,BARE,95,100
APRIL,2017,MS,U3,POAVDE,1,2
APRIL,2017,MS,U3,LYHY,1,1
APRIL,2017,MS,U3,SOOL,1,1
APRIL,2017,MS,U3,UNKNOWN GRASS,1,3
APRIL,2017,MS,U3,BARE,100,100
APRIL,2017,MS,T1,ELMA,15,39
APRIL,2017,MS,T1,CYER,4,12
APRIL,2017,MS,T1,BARE,50,50
APRIL,2017,MS,T1,WATER,50,60
APRIL,2017,MS,T2,RUCR,1,1
APRIL,2017,MS,T2,POMO,1,2
APRIL,2017,MS,T2,BARE,100,100
APRIL,2017,MS,T3,JUME,3,3
APRIL,2017,MS,T3,DISP,2,5
APRIL,2017,MS,T3,ELMA,3,15
APRIL,2017,MS,T3,BARE,80,95
APRIL,2017,MS,T3,WATER,25,30
APRIL,2017,MS,U1,STPU,25,50
APRIL,2017,MS,U1,OXCA,2,9
APRIL,2017,MS,U1,FEPE,1,3
APRIL,2017,MS,U1,BARE,75,95
APRIL,2017,MS,C1,WATER,100,100
APRIL,2017,MS,C2,WATER,100,100
APRIL,2017,MS,C3,WATER,100,100
APRIL,2017,TP,U1,LUSU,10,21
APRIL,2017,TP,U1,SIBE,15,35
APRIL,2017,TP,U1,STPU,18,50
APRIL,2017,TP,U1,EPBR,4,14
APRIL,2017,TP,U1,POMO,3,13
APRIL,2017,TP,U1,FEPE,2,17
APRIL,2017,TP,U1,BARE,50,65
APRIL,2017,TP,U1,PSLU,1,2
APRIL,2017,TP,U1,MEPO,1,1
APRIL,2017,TP,U1,SOOL,1,2
APRIL,2017,TP,U1,ZEMU,1,3
APRIL,2017,TP,U1,ERCA,1,5
APRIL,2017,TP,T1,CYER,30,100
APRIL,2017,TP,T1,RUSA,1,2
APRIL,2017,TP,T1,LYHY,2,5
APRIL,2017,TP,T1,ZEMU,1,3
APRIL,2017,TP,T1,POMO,3,5
APRIL,2017,TP,T1,JUPA,1,1
APRIL,2017,TP,T1,BARE,75,100
APRIL,2017,TP,T1,HOBRBR,1,2
APRIL,2017,TP,U2,STPU,40,60
APRIL,2017,TP,U2,SIBE,2,2
APRIL,2017,TP,U2,EPBR,5,26
APRIL,2017,TP,U2,MEPO,1,3
APRIL,2017,TP,U2,ERCA,1,6
APRIL,2017,TP,U2,ZEMU,5,14
APRIL,2017,TP,U2,LYAR,1,3
APRIL,2017,TP,U2,FEPE,6,30
APRIL,2017,TP,U2,SOOL,1,1
APRIL,2017,TP,U2,ASFA,1,2
APRIL,2017,TP,U2,BRDI,1,1
APRIL,2017,TP,U2,BARE,55,72
APRIL,2017,TP,T2,JUBU,45,75
APRIL,2017,TP,T2,CYER,3,12
APRIL,2017,TP,T2,LYHY,1,11
APRIL,2017,TP,T2,POMO,4,12
APRIL,2017,TP,T2,RUSA,2,2
APRIL,2017,TP,T2,JUPA,1,1
APRIL,2017,TP,T2,EPBR,1,8
APRIL,2017,TP,T2,ERCA,1,2
APRIL,2017,TP,T2,SIBE,1,10
APRIL,2017,TP,T2,FEPE,2,7
APRIL,2017,TP,T2,HOBRBR,1,1
APRIL,2017,TP,T2,PLLA,1,1
APRIL,2017,TP,T2,ZEMU,1,9
APRIL,2017,TP,T2,BARE,40,45
APRIL,2017,TP,C1,WATER,50,100
APRIL,2017,TP,C1,JUPH,50,50
APRIL,2017,TP,C2,WATER,50,100
APRIL,2017,TP,C2,JUPH,50,50
APRIL,2017,TP,C3,ELPU,50,50
APRIL,2017,TP,C3,WATER,50,100
APRIL,2017,TP,U3,HOBRBR,55,90
APRIL,2017,TP,U3,TRHI,4,6
APRIL,2017,TP,U3,MEPO,2,5
APRIL,2017,TP,U3,JUBU,12,24
APRIL,2017,TP,U3,VUMY,1,1
APRIL,2017,TP,U3,SIBE,2,6
APRIL,2017,TP,U3,POMO,5,15
APRIL,2017,TP,U3,LUSU,1,1
APRIL,2017,TP,U3,PSLU,1,1
APRIL,2017,TP,U3,COFI,1,1
APRIL,2017,TP,U3,STPU,1,1
APRIL,2017,TP,U3,EPBR,1,4
APRIL,2017,TP,U3,BARE,20,75
APRIL,2017,TP,T3,CYER,25,60
APRIL,2017,TP,T3,JUBU,20,90
APRIL,2017,TP,T3,HOBRBR,4,10
APRIL,2017,TP,T3,RUSA,1,5
APRIL,2017,TP,T3,LYHY,1,3
APRIL,2017,TP,T3,POMO,3,10
APRIL,2017,TP,T3,BARE,60,75
APRIL,2017,RT,C1,JUPH,10,30
APRIL,2017,RT,C1,ELMA,25,45
APRIL,2017,RT,C1,WATER,75,100
APRIL,2017,RT,C3,JUPH,60,75
APRIL,2017,RT,C3,ELMA,2,5
APRIL,2017,RT,C3,BARE,40,60
APRIL,2017,RT,C2,JUPH,60,80
APRIL,2017,RT,C2,ELMA,10,20
APRIL,2017,RT,C2,WATER,50,100
APRIL,2017,RT,U1,STPU,24,75
APRIL,2017,RT,U1,VUMY,5,80
APRIL,2017,RT,U1,POMO,1,2
APRIL,2017,RT,U1,EPBR,1,3
APRIL,2017,RT,U1,SYSU,1,2
APRIL,2017,RT,U1,BARE,70,95
APRIL,2017,RT,T1,ALSA,14,60
APRIL,2017,RT,T1,JUPA,2,7
APRIL,2017,RT,T1,POAN,4,18
APRIL,2017,RT,T1,JUBU,9,40
APRIL,2017,RT,T1,RUSA,4,10
APRIL,2017,RT,T1,CYER,1,2
APRIL,2017,RT,T1,DISP,4,15
APRIL,2017,RT,T1,STPU,1,1
APRIL,2017,RT,T1,HOBRBR,1,1
APRIL,2017,RT,T1,POMO,6,36
APRIL,2017,RT,T1,SPSP,1,1
APRIL,2017,RT,T1,BARE,55,100
APRIL,2017,RT,T3,POMO,3,5
APRIL,2017,RT,T3,DISP,36,50
APRIL,2017,RT,T3,JUBU,16,20
APRIL,2017,RT,T3,ALSA,4,14
APRIL,2017,RT,T3,RUSA,1,5
APRIL,2017,RT,T3,HOBRBR,1,3
APRIL,2017,RT,T3,ELMA,1,11
APRIL,2017,RT,T3,POAN,5,5
APRIL,2017,RT,T3,THATCH,10,30
APRIL,2017,RT,T3,BARE,25,40
APRIL,2017,RT,U3,BRDI,25,50
APRIL,2017,RT,U3,STPU,35,75
APRIL,2017,RT,U3,EPBR,1,2
APRIL,2017,RT,U3,BARE,30,80
APRIL,2017,RT,U3,VIVI,2,5
